customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group
3103,51,Female,Jacket,Outerwear,90,South Dakota,M,Green,Summer,4,No,Standard,No,No,28,Cash,Bi-Weekly,Young Adult
3104,27,Female,Shirt,Clothing,42,Illinois,S,Peach,Winter,2.8,No,2-Day Shipping,No,No,44,Bank Transfer,Weekly,Middle-aged
3105,43,Female,Pants,Clothing,53,Georgia,S,Turquoise,Summer,4.8,No,2-Day Shipping,No,No,49,Debit Card,Fortnightly,Senior
3106,48,Female,Skirt,Clothing,35,Oregon,M,Olive,Fall,2.6,No,Express,No,No,19,Debit Card,Monthly,Middle-aged
3107,62,Female,Sandals,Footwear,58,Alabama,M,Yellow,Winter,4.6,No,Next Day Air,No,No,20,PayPal,Annually,Young Adult
3108,65,Female,Blouse,Clothing,34,Hawaii,L,Gray,Winter,4.5,No,Standard,No,No,18,Credit Card,Bi-Weekly,Senior
3109,50,Female,Socks,Clothing,73,Oregon,M,Purple,Fall,3.1,No,2-Day Shipping,No,No,7,PayPal,Monthly,Young Adult
3110,60,Female,Jacket,Outerwear,90,Illinois,M,Gray,Winter,4.1,No,Free Shipping,No,No,47,Bank Transfer,Fortnightly,Senior
3111,19,Female,Handbag,Accessories,45,Texas,L,Lavender,Fall,4.4,No,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly,Middle-aged
3112,21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.8,No,Free Shipping,No,No,23,Debit Card,Quarterly,Young Adult
3113,19,Female,Blouse,Clothing,99,Texas,S,Green,Fall,3.5,No,Express,No,No,28,Venmo,Annually,Middle-aged
3114,46,Female,Shirt,Clothing,86,Nebraska,L,Green,Summer,2.5,No,Express,No,No,2,Debit Card,Weekly,Senior
3115,21,Female,Handbag,Accessories,58,Arkansas,M,Olive,Spring,4.4,No,Store Pickup,No,No,46,Venmo,Bi-Weekly,Middle-aged
3116,26,Female,Scarf,Accessories,56,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,No,10,Bank Transfer,Bi-Weekly,Middle-aged
3117,50,Female,Coat,Outerwear,67,Montana,L,Gray,Spring,3.6,No,Store Pickup,No,No,1,Venmo,Weekly,Senior
3118,43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,2.9,No,Free Shipping,No,No,4,PayPal,Bi-Weekly,Young Adult
3119,61,Female,Shorts,Clothing,100,Virginia,L,Blue,Summer,4.6,No,Standard,No,No,29,Debit Card,Quarterly,Adult
3120,63,Female,Sandals,Footwear,92,Louisiana,XL,Silver,Winter,4.5,No,2-Day Shipping,No,No,19,Credit Card,Every 3 Months,Middle-aged
3121,46,Female,Shirt,Clothing,77,Louisiana,M,Magenta,Fall,3.9,No,Store Pickup,No,No,37,Debit Card,Fortnightly,Senior
3122,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.5,No,Standard,No,No,21,Venmo,Weekly,Middle-aged
3123,23,Female,Socks,Clothing,48,Georgia,M,Pink,Fall,2.8,No,Express,No,No,36,Credit Card,Fortnightly,Middle-aged
3124,57,Female,Handbag,Accessories,79,Iowa,XL,Red,Fall,3.1,No,Next Day Air,No,No,36,Venmo,Bi-Weekly,Middle-aged
3125,57,Female,Jewelry,Accessories,50,California,M,Peach,Summer,3.2,No,Standard,No,No,3,Cash,Every 3 Months,Senior
3126,33,Female,Coat,Outerwear,28,Oregon,L,Lavender,Spring,3.9,No,Standard,No,No,3,Cash,Quarterly,Adult
3127,57,Female,Sunglasses,Accessories,74,Maine,L,Lavender,Winter,2.4,No,Store Pickup,No,No,28,Bank Transfer,Bi-Weekly,Middle-aged
3128,55,Female,Gloves,Accessories,108,Louisiana,M,Beige,Winter,3.2,No,Free Shipping,No,No,49,Credit Card,Every 3 Months,Middle-aged
3129,65,Female,Jacket,Outerwear,33,Arkansas,S,Indigo,Fall,4.3,No,Standard,No,No,20,Cash,Annually,Adult
3130,60,Female,Sandals,Footwear,19,Maryland,S,Cyan,Summer,4.6,No,Express,No,No,41,Venmo,Every 3 Months,Senior
3131,52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.4,No,Store Pickup,No,No,33,Venmo,Every 3 Months,Young Adult
3132,34,Female,Jacket,Outerwear,61,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,No,10,Bank Transfer,Every 3 Months,Senior
3133,33,Female,Sweater,Clothing,87,Michigan,M,Yellow,Summer,4.1,No,Express,No,No,30,Cash,Quarterly,Young Adult
3134,58,Female,T-shirt,Clothing,75,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly,Middle-aged
3135,35,Female,Boots,Footwear,67,Kentucky,L,Gray,Spring,4.2,No,Store Pickup,No,No,45,Bank Transfer,Weekly,Middle-aged
3136,68,Female,Shoes,Footwear,89,Indiana,L,Yellow,Spring,4.5,No,Free Shipping,No,No,50,Venmo,Fortnightly,Senior
3137,58,Female,Skirt,Clothing,35,Minnesota,M,Gray,Fall,2.8,No,Next Day Air,No,No,27,Cash,Bi-Weekly,Adult
3138,34,Female,Coat,Outerwear,43,Louisiana,M,Turquoise,Spring,2.5,No,2-Day Shipping,No,No,14,Bank Transfer,Monthly,Adult
3139,47,Female,Blouse,Clothing,101,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,No,42,Cash,Every 3 Months,Young Adult
3140,35,Female,Sunglasses,Accessories,91,Georgia,M,Olive,Winter,4.1,No,Next Day Air,No,No,5,Venmo,Weekly,Middle-aged
3141,34,Female,Gloves,Accessories,45,Alaska,XL,Peach,Summer,4.3,No,Free Shipping,No,No,42,Bank Transfer,Weekly,Young Adult
3142,36,Female,Sunglasses,Accessories,29,Mississippi,S,Peach,Winter,4.8,No,Express,No,No,52,Credit Card,Bi-Weekly,Senior
3143,23,Female,Sneakers,Footwear,23,Kansas,L,Magenta,Winter,3.8,No,2-Day Shipping,No,No,1,Venmo,Quarterly,Middle-aged
3144,68,Female,Hoodie,Clothing,21,Arizona,M,Purple,Summer,2.6,No,Store Pickup,No,No,30,Cash,Quarterly,Young Adult
3145,23,Female,Boots,Footwear,73,Maine,L,Beige,Spring,2.4,No,Free Shipping,No,No,12,Debit Card,Quarterly,Middle-aged
3146,57,Female,Handbag,Accessories,30,Texas,XL,Purple,Spring,4.3,No,Standard,No,No,18,PayPal,Fortnightly,Adult
3147,21,Female,Shirt,Clothing,86,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,No,18,PayPal,Annually,Young Adult
3148,45,Female,Sweater,Clothing,103,North Dakota,M,Pink,Winter,4.2,No,Express,No,No,24,Credit Card,Weekly,Adult
3149,37,Female,Shorts,Clothing,36,West Virginia,L,Purple,Fall,4.2,No,Free Shipping,No,No,18,Venmo,Weekly,Middle-aged
3150,18,Female,Belt,Accessories,41,North Carolina,M,Lavender,Winter,4.4,No,Free Shipping,No,No,9,Venmo,Annually,Adult
3151,55,Female,Blouse,Clothing,27,Georgia,M,Peach,Spring,2.4,No,Express,No,No,7,Bank Transfer,Bi-Weekly,Young Adult
3152,52,Female,T-shirt,Clothing,65,New Mexico,L,Orange,Fall,2.8,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,Adult
3153,49,Female,Belt,Accessories,80,North Carolina,M,Red,Fall,3,No,Store Pickup,No,No,21,PayPal,Monthly,Young Adult
3154,56,Female,Socks,Clothing,90,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,No,49,Venmo,Fortnightly,Adult
3155,27,Female,Belt,Accessories,56,Connecticut,M,Gold,Winter,4.2,No,Standard,No,No,34,Cash,Quarterly,Young Adult
3156,22,Female,Handbag,Accessories,86,Montana,M,Brown,Fall,4.1,No,Free Shipping,No,No,28,Cash,Annually,Young Adult
3157,18,Female,Shirt,Clothing,51,Montana,M,Black,Winter,3,No,2-Day Shipping,No,No,18,Cash,Monthly,Young Adult
3158,21,Female,Belt,Accessories,36,Maine,L,Red,Fall,3,No,Store Pickup,No,No,5,Debit Card,Fortnightly,Senior
3159,30,Female,Jewelry,Accessories,89,Mississippi,M,Gray,Winter,4.7,No,2-Day Shipping,No,No,48,Credit Card,Monthly,Adult
3160,62,Female,Hat,Accessories,98,Louisiana,L,Pink,Winter,2.7,No,Store Pickup,No,No,3,Bank Transfer,Quarterly,Senior
3161,28,Female,Backpack,Accessories,88,Nebraska,XL,Turquoise,Fall,3.7,No,Next Day Air,No,No,41,Cash,Fortnightly,Adult
3162,66,Female,Dress,Clothing,85,Massachusetts,S,Charcoal,Winter,4.1,No,2-Day Shipping,No,No,41,Cash,Monthly,Middle-aged
3163,66,Female,Shoes,Footwear,90,Wisconsin,L,Blue,Winter,3.6,No,Standard,No,No,29,Bank Transfer,Quarterly,Adult
3164,49,Female,Pants,Clothing,62,Nebraska,XL,Turquoise,Summer,2.6,No,Express,No,No,35,Cash,Monthly,Middle-aged
3165,40,Female,Dress,Clothing,33,Arizona,L,Silver,Winter,2.5,No,Standard,No,No,14,Credit Card,Annually,Adult
3166,49,Female,Jacket,Outerwear,86,Hawaii,M,Lavender,Spring,2.9,No,Store Pickup,No,No,37,Bank Transfer,Every 3 Months,Senior
3167,19,Female,Shirt,Clothing,85,Georgia,M,Gold,Winter,2.5,No,Next Day Air,No,No,37,Bank Transfer,Fortnightly,Adult
3168,24,Female,Dress,Clothing,82,Oregon,M,Blue,Fall,2.7,No,2-Day Shipping,No,No,9,Cash,Bi-Weekly,Adult
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.8,No,2-Day Shipping,No,No,14,PayPal,Fortnightly,Middle-aged
3170,35,Female,T-shirt,Clothing,60,Georgia,M,White,Fall,3.6,No,Free Shipping,No,No,3,Venmo,Weekly,Middle-aged
3171,65,Female,Sunglasses,Accessories,40,Rhode Island,XL,Charcoal,Spring,4.3,No,Express,No,No,12,Credit Card,Fortnightly,Young Adult
3172,68,Female,Jewelry,Accessories,27,Tennessee,M,Maroon,Spring,2.9,No,Express,No,No,23,Bank Transfer,Bi-Weekly,Adult
3173,57,Female,Socks,Clothing,51,Missouri,M,Olive,Fall,3.7,No,Standard,No,No,30,Debit Card,Bi-Weekly,Adult
3174,69,Female,Skirt,Clothing,47,Washington,L,Teal,Summer,4.7,No,Next Day Air,No,No,37,PayPal,Fortnightly,Senior
3175,45,Female,Pants,Clothing,53,Oklahoma,L,Orange,Winter,3.7,No,Store Pickup,No,No,35,PayPal,Monthly,Young Adult
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,No,24,Debit Card,Every 3 Months,Adult
3177,36,Female,Sandals,Footwear,35,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,42,Credit Card,Monthly,Middle-aged
3178,55,Female,Belt,Accessories,53,Missouri,L,Beige,Fall,2.9,No,Standard,No,No,35,Credit Card,Monthly,Senior
3179,66,Female,Sandals,Footwear,36,Washington,L,Beige,Spring,2.4,No,Free Shipping,No,No,24,Credit Card,Annually,Adult
3180,57,Female,Shorts,Clothing,92,Idaho,M,Olive,Spring,4.2,No,Free Shipping,No,No,12,Debit Card,Bi-Weekly,Adult
3181,18,Female,Handbag,Accessories,96,Montana,L,Turquoise,Fall,3.6,No,Standard,No,No,46,PayPal,Weekly,Senior
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.2,No,Free Shipping,No,No,26,PayPal,Every 3 Months,Senior
3183,50,Female,Sunglasses,Accessories,95,Georgia,L,Green,Fall,3.3,No,Free Shipping,No,No,4,Credit Card,Annually,Adult
3184,50,Female,Sneakers,Footwear,59,Mississippi,M,Green,Winter,3.4,No,Standard,No,No,13,Cash,Every 3 Months,Adult
3185,61,Female,Sweater,Clothing,52,Hawaii,L,Green,Spring,4,No,2-Day Shipping,No,No,29,Venmo,Quarterly,Young Adult
3186,52,Female,Skirt,Clothing,79,Ohio,L,Gold,Fall,4.7,No,Express,No,No,5,PayPal,Annually,Middle-aged
3187,38,Female,Jewelry,Accessories,94,Virginia,S,Cyan,Winter,4.7,No,Store Pickup,No,No,41,Venmo,Annually,Senior
3188,67,Female,Blouse,Clothing,81,Texas,L,Indigo,Winter,2.9,No,Free Shipping,No,No,35,Debit Card,Weekly,Senior
3189,42,Female,Blouse,Clothing,67,Vermont,M,Lavender,Winter,3.3,No,Standard,No,No,37,Bank Transfer,Monthly,Senior
3190,25,Female,Boots,Footwear,93,Kansas,M,Beige,Summer,4.1,No,Store Pickup,No,No,29,PayPal,Bi-Weekly,Middle-aged
3191,41,Female,Jeans,Clothing,79,California,S,Purple,Fall,3.4,No,Free Shipping,No,No,6,Credit Card,Fortnightly,Adult
3192,62,Female,Hoodie,Clothing,76,Mississippi,XL,Maroon,Winter,4.5,No,Store Pickup,No,No,46,Credit Card,Every 3 Months,Young Adult
3193,19,Female,Sweater,Clothing,88,Iowa,S,Maroon,Fall,2.8,No,Free Shipping,No,No,19,Cash,Fortnightly,Adult
3194,63,Female,Gloves,Accessories,104,Virginia,L,Teal,Winter,3.9,No,Express,No,No,38,Credit Card,Fortnightly,Young Adult
3195,43,Female,Sneakers,Footwear,47,Maryland,L,Gold,Summer,4.3,No,Standard,No,No,10,Credit Card,Bi-Weekly,Senior
3196,68,Female,Sunglasses,Accessories,54,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,No,36,Credit Card,Quarterly,Young Adult
3197,24,Female,Belt,Accessories,66,Wisconsin,L,Maroon,Winter,2.7,No,Express,No,No,19,Debit Card,Fortnightly,Middle-aged
3198,27,Female,Sweater,Clothing,66,Maine,M,Teal,Spring,2.9,No,Free Shipping,No,No,30,Credit Card,Every 3 Months,Senior
3199,61,Female,Gloves,Accessories,100,Pennsylvania,L,Peach,Winter,2.7,No,Free Shipping,No,No,50,Debit Card,Weekly,Senior
3200,59,Female,Handbag,Accessories,44,Maine,XL,Pink,Winter,4.1,No,Express,No,No,17,PayPal,Monthly,Adult
3201,67,Female,Socks,Clothing,25,Missouri,L,Black,Spring,4.6,No,Free Shipping,No,No,31,Credit Card,Monthly,Senior
3202,46,Female,Pants,Clothing,40,Vermont,S,Indigo,Fall,2.6,No,2-Day Shipping,No,No,34,Cash,Monthly,Young Adult
3203,65,Female,Scarf,Accessories,39,Wisconsin,L,Green,Fall,4.5,No,Standard,No,No,41,Venmo,Annually,Young Adult
3204,63,Female,Coat,Outerwear,31,New Jersey,L,Teal,Spring,3.8,No,Express,No,No,14,Venmo,Annually,Senior
3205,57,Female,Jacket,Outerwear,91,New Mexico,XL,Lavender,Fall,4.1,No,Free Shipping,No,No,24,Debit Card,Bi-Weekly,Adult
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.3,No,2-Day Shipping,No,No,51,Bank Transfer,Every 3 Months,Senior
3207,36,Female,Boots,Footwear,54,California,M,Brown,Winter,2.8,No,Free Shipping,No,No,49,PayPal,Monthly,Senior
3208,67,Female,Socks,Clothing,30,Arizona,XL,Beige,Summer,2.6,No,Next Day Air,No,No,13,PayPal,Annually,Middle-aged
3209,61,Female,Jewelry,Accessories,34,Indiana,L,Indigo,Winter,3.2,No,2-Day Shipping,No,No,48,PayPal,Weekly,Senior
3210,64,Female,Shoes,Footwear,33,Arkansas,L,Peach,Fall,4.1,No,Standard,No,No,39,Debit Card,Annually,Middle-aged
3211,30,Female,Socks,Clothing,70,Nevada,M,Magenta,Summer,2.6,No,Express,No,No,48,Venmo,Bi-Weekly,Senior
3212,53,Female,Pants,Clothing,66,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,No,14,Cash,Monthly,Adult
3213,27,Female,Sneakers,Footwear,26,Wyoming,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,21,Debit Card,Weekly,Adult
3214,27,Female,Sunglasses,Accessories,65,Texas,M,Brown,Winter,3.2,No,Standard,No,No,35,Credit Card,Monthly,Middle-aged
3215,53,Female,Skirt,Clothing,82,Washington,M,Yellow,Spring,3,No,Free Shipping,No,No,6,Debit Card,Annually,Young Adult
3216,34,Female,Coat,Outerwear,96,Rhode Island,M,Magenta,Summer,2.6,No,Free Shipping,No,No,10,PayPal,Every 3 Months,Middle-aged
3217,39,Female,Hoodie,Clothing,84,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,20,Cash,Weekly,Adult
3218,44,Female,Sunglasses,Accessories,59,Oregon,M,Silver,Fall,3.2,No,Express,No,No,65,Venmo,Weekly,Young Adult
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.8,No,Express,No,No,46,PayPal,Monthly,Adult
3220,57,Female,Coat,Outerwear,41,Kansas,L,White,Summer,3.4,No,2-Day Shipping,No,No,41,Credit Card,Weekly,Senior
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,3.9,No,Free Shipping,No,No,17,Cash,Monthly,Senior
3222,21,Female,T-shirt,Clothing,85,New Hampshire,M,Yellow,Winter,3,No,Standard,No,No,31,Cash,Annually,Young Adult
3223,45,Female,Sunglasses,Accessories,93,Texas,S,Maroon,Fall,4.5,No,Store Pickup,No,No,21,PayPal,Quarterly,Middle-aged
3224,68,Female,Shirt,Clothing,69,Montana,S,Gray,Spring,3.8,No,Standard,No,No,35,Venmo,Bi-Weekly,Middle-aged
3225,37,Female,Hoodie,Clothing,88,Delaware,L,Indigo,Winter,2.5,No,Free Shipping,No,No,21,PayPal,Monthly,Adult
3226,53,Female,Blouse,Clothing,97,New Hampshire,M,Pink,Fall,2.9,No,Store Pickup,No,No,36,Credit Card,Weekly,Young Adult
3227,57,Female,Sneakers,Footwear,69,Minnesota,XL,Beige,Spring,3.2,No,Next Day Air,No,No,41,Bank Transfer,Fortnightly,Senior
3228,28,Female,Scarf,Accessories,76,Alaska,XL,White,Fall,2.5,No,Free Shipping,No,No,45,Debit Card,Quarterly,Middle-aged
3229,37,Female,Jewelry,Accessories,101,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,26,PayPal,Annually,Adult
3230,54,Female,Pants,Clothing,70,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,27,Cash,Monthly,Young Adult
3231,49,Female,Sneakers,Footwear,47,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,No,40,Debit Card,Annually,Middle-aged
3232,62,Female,Shoes,Footwear,94,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually,Middle-aged
3233,45,Female,T-shirt,Clothing,33,Massachusetts,M,White,Spring,4,No,Next Day Air,No,No,20,Bank Transfer,Monthly,Adult
3234,45,Female,Belt,Accessories,84,Indiana,M,Lavender,Fall,3.5,No,Express,No,No,11,Debit Card,Bi-Weekly,Senior
3235,49,Female,Jewelry,Accessories,97,Washington,M,Black,Winter,2.4,No,2-Day Shipping,No,No,17,Debit Card,Quarterly,Adult
3236,27,Female,Belt,Accessories,67,Kansas,M,Green,Summer,4,No,Free Shipping,No,No,19,Venmo,Monthly,Senior
3237,63,Female,Belt,Accessories,92,South Carolina,L,Olive,Fall,4,No,Next Day Air,No,No,8,Cash,Monthly,Middle-aged
3238,61,Female,T-shirt,Clothing,52,Vermont,M,Gray,Summer,2.5,No,Express,No,No,5,Cash,Weekly,Senior
3239,25,Female,Sneakers,Footwear,88,Wyoming,XL,Teal,Fall,3.2,No,2-Day Shipping,No,No,42,Cash,Quarterly,Young Adult
3240,33,Female,Sunglasses,Accessories,35,Colorado,M,Charcoal,Fall,2.6,No,2-Day Shipping,No,No,28,Cash,Monthly,Middle-aged
3241,56,Female,Sandals,Footwear,39,West Virginia,M,Violet,Fall,3.5,No,2-Day Shipping,No,No,39,Bank Transfer,Monthly,Young Adult
3242,50,Female,Handbag,Accessories,65,Connecticut,M,Lavender,Summer,4.3,No,Store Pickup,No,No,29,PayPal,Quarterly,Young Adult
3243,45,Female,Socks,Clothing,71,Oregon,S,Beige,Fall,2.7,No,Express,No,No,19,Venmo,Weekly,Young Adult
3244,45,Female,Hoodie,Clothing,102,Idaho,L,Black,Summer,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,Adult
3245,65,Female,Sweater,Clothing,84,Arkansas,M,Black,Fall,4.6,No,Express,No,No,42,Credit Card,Annually,Senior
3246,63,Female,Pants,Clothing,82,Kansas,M,Purple,Fall,3.1,No,Next Day Air,No,No,23,Cash,Weekly,Middle-aged
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.7,No,Store Pickup,No,No,33,Cash,Monthly,Young Adult
3248,53,Female,Gloves,Accessories,86,Arkansas,M,Teal,Summer,3.6,No,Express,No,No,12,PayPal,Fortnightly,Young Adult
3249,22,Female,T-shirt,Clothing,78,Pennsylvania,S,Teal,Summer,4,No,Free Shipping,No,No,45,Bank Transfer,Quarterly,Young Adult
3250,26,Female,Backpack,Accessories,74,Virginia,M,Pink,Summer,3.4,No,Express,No,No,25,Credit Card,Quarterly,Young Adult
3251,23,Female,Coat,Outerwear,95,Minnesota,M,Teal,Spring,2.8,No,2-Day Shipping,No,No,19,Venmo,Weekly,Middle-aged
3252,25,Female,Coat,Outerwear,22,Nevada,M,Gold,Winter,3.6,No,Standard,No,No,41,Venmo,Quarterly,Middle-aged
3253,69,Female,Sandals,Footwear,22,Montana,L,Brown,Spring,2.4,No,Store Pickup,No,No,58,Credit Card,Fortnightly,Senior
3254,36,Female,Backpack,Accessories,66,Nebraska,M,Brown,Fall,3.1,No,2-Day Shipping,No,No,9,Venmo,Fortnightly,Young Adult
3255,21,Female,Sweater,Clothing,34,Indiana,S,Magenta,Winter,4.7,No,Store Pickup,No,No,9,Bank Transfer,Every 3 Months,Young Adult
3256,57,Female,Shorts,Clothing,42,New Jersey,M,Black,Fall,2.7,No,Next Day Air,No,No,39,Bank Transfer,Monthly,Adult
3257,60,Female,Sunglasses,Accessories,27,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,No,55,Venmo,Every 3 Months,Middle-aged
3258,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,Express,No,No,42,Venmo,Every 3 Months,Middle-aged
3259,31,Female,Shoes,Footwear,55,New Jersey,M,Magenta,Spring,4.2,No,Express,No,No,10,Credit Card,Bi-Weekly,Middle-aged
3260,57,Female,Hat,Accessories,106,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months,Senior
3261,39,Female,Scarf,Accessories,35,Wisconsin,M,Violet,Summer,4.4,No,2-Day Shipping,No,No,6,Credit Card,Annually,Senior
3262,48,Female,Belt,Accessories,56,Rhode Island,L,Cyan,Winter,3.2,No,Store Pickup,No,No,54,Debit Card,Weekly,Middle-aged
3263,42,Female,T-shirt,Clothing,34,Indiana,M,Violet,Spring,2.7,No,Standard,No,No,23,Cash,Every 3 Months,Adult
3264,56,Female,Shorts,Clothing,75,Vermont,S,Black,Fall,4.2,No,Express,No,No,31,Debit Card,Fortnightly,Young Adult
3265,28,Female,Pants,Clothing,56,Maine,S,Charcoal,Winter,3.9,No,Express,No,No,36,Cash,Bi-Weekly,Senior
3266,40,Female,Sunglasses,Accessories,118,Alabama,M,White,Winter,3,No,Express,No,No,28,Credit Card,Fortnightly,Adult
3267,49,Female,Coat,Outerwear,76,Alabama,S,Gray,Winter,4,No,Next Day Air,No,No,33,Bank Transfer,Weekly,Young Adult
3268,37,Female,Hoodie,Clothing,48,Idaho,L,Pink,Winter,2.9,No,Store Pickup,No,No,43,Credit Card,Quarterly,Young Adult
3269,22,Female,Dress,Clothing,102,Arkansas,M,Cyan,Fall,2.7,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,Adult
3270,27,Female,Blouse,Clothing,67,Ohio,M,Blue,Winter,4.7,No,Express,No,No,26,Cash,Monthly,Senior
3271,59,Female,Socks,Clothing,27,Illinois,M,Indigo,Winter,4.4,No,Express,No,No,40,PayPal,Annually,Middle-aged
3272,35,Female,Socks,Clothing,54,Nevada,XL,Magenta,Spring,4.3,No,Standard,No,No,37,Credit Card,Weekly,Young Adult
3273,58,Female,Shoes,Footwear,112,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,No,39,PayPal,Quarterly,Young Adult
3274,58,Female,Belt,Accessories,46,Nevada,S,Orange,Summer,2.3,No,Free Shipping,No,No,32,PayPal,Every 3 Months,Senior
3275,46,Female,Sweater,Clothing,19,Oklahoma,M,Cyan,Spring,3.8,No,Store Pickup,No,No,15,Cash,Fortnightly,Young Adult
3276,43,Female,Pants,Clothing,92,Alabama,XL,Green,Summer,2.4,No,2-Day Shipping,No,No,2,Debit Card,Weekly,Adult
3277,39,Female,Scarf,Accessories,103,South Dakota,M,White,Summer,3.9,No,Store Pickup,No,No,46,PayPal,Every 3 Months,Senior
3278,59,Female,Skirt,Clothing,88,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly,Young Adult
3279,59,Female,Dress,Clothing,69,Montana,M,Black,Summer,3.1,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly,Senior
3280,59,Female,Hat,Accessories,53,Wyoming,S,Red,Fall,2.8,No,Express,No,No,1,Debit Card,Fortnightly,Adult
3281,45,Female,Handbag,Accessories,59,New York,L,Red,Winter,2.6,No,Next Day Air,No,No,6,PayPal,Monthly,Adult
3282,27,Female,Pants,Clothing,75,Oregon,L,Gold,Winter,3,No,Free Shipping,No,No,39,Bank Transfer,Annually,Young Adult
3283,24,Female,T-shirt,Clothing,87,California,M,Red,Fall,4.6,No,Next Day Air,No,No,5,Credit Card,Monthly,Senior
3284,47,Female,Jacket,Outerwear,26,North Carolina,L,Purple,Spring,2.7,No,Express,No,No,11,Debit Card,Every 3 Months,Middle-aged
3285,70,Female,Scarf,Accessories,74,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually,Senior
3286,58,Female,Hat,Accessories,35,Hawaii,XL,Magenta,Fall,4.4,No,Free Shipping,No,No,12,Cash,Weekly,Young Adult
3287,45,Female,Jacket,Outerwear,71,Illinois,L,Pink,Winter,4.8,No,Express,No,No,4,Venmo,Fortnightly,Middle-aged
3288,24,Female,Skirt,Clothing,64,West Virginia,L,Black,Spring,4.1,No,2-Day Shipping,No,No,39,Credit Card,Weekly,Middle-aged
3289,67,Female,Handbag,Accessories,60,South Carolina,XL,White,Spring,4.7,No,Next Day Air,No,No,20,Credit Card,Bi-Weekly,Young Adult
3290,31,Female,Backpack,Accessories,48,Montana,M,Maroon,Summer,4,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months,Senior
3291,52,Female,Coat,Outerwear,90,North Dakota,L,Black,Spring,2.9,No,Free Shipping,No,No,2,PayPal,Monthly,Senior
3292,29,Female,Belt,Accessories,46,New Mexico,L,Olive,Fall,2.4,No,2-Day Shipping,No,No,12,Cash,Monthly,Middle-aged
3293,62,Female,Handbag,Accessories,25,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,20,Bank Transfer,Fortnightly,Adult
3294,19,Female,Coat,Outerwear,94,West Virginia,M,Gold,Spring,3.4,No,2-Day Shipping,No,No,55,Credit Card,Fortnightly,Young Adult
3295,62,Female,Sweater,Clothing,58,South Carolina,S,Magenta,Spring,4.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,Senior
3296,70,Female,Blouse,Clothing,32,West Virginia,S,Lavender,Summer,2.6,No,Next Day Air,No,No,17,Cash,Weekly,Senior
3297,20,Female,Blouse,Clothing,25,Alaska,M,Green,Spring,4.1,No,Next Day Air,No,No,51,Venmo,Quarterly,Adult
3298,67,Female,Belt,Accessories,81,West Virginia,M,Violet,Fall,3.9,No,Free Shipping,No,No,51,PayPal,Monthly,Young Adult
